"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Hermosillo","2603000011597","NUEVA VICTORIA",252,873,"50.1%","49.9%","32.6%","62.2%","5.2%",10,"Secundaria"
"Hermosillo","2603000011598","INDECO CENTENARIO",45,89,"41.6%","58.4%","14.6%","61.8%","23.6%",14.4,"Preparatoria"
"Hermosillo","2603000011599","FUENTES DEL CENTENARIO",30,83,"56.6%","43.4%","15.7%","49.4%","34.9%",15.1,"Licenciatura"
"Hermosillo","2603000011601","CENTENARIO LUX",44,88,"59.1%","40.9%","10.2%","55.7%","34.1%",14.2,"Preparatoria"
"Hermosillo","2603000011602","SAN BENITO",3618,6847,"52.9%","47.1%","13.4%","56.6%","30%",12.7,"Secundaria"
"Hermosillo","2603000011603","LA MOSCA",85,235,"42.8%","57.2%","19.1%","57.9%","23%",10.4,"Secundaria"
"Hermosillo","2603000011604","MERLOT",345,833,"50.1%","49.9%","35.1%","63.5%","1.4%",14.5,"Preparatoria"
"Hermosillo","2603000011606","FUENTES DEL MEZQUITAL",935,2302,"53.6%","46.4%","14%","50.9%","35.1%",14.2,"Preparatoria"
"Hermosillo","2603000011607","EL RECODO",46,102,"51%","49%","22.5%","52.9%","24.5%",14.3,"Preparatoria"
"Hermosillo","2603000011608","PALMAR DEL SOL",293,740,"54.2%","45.8%","13.4%","52.2%","34.5%",13.4,"Preparatoria"
"Hermosillo","2603000011609","VILLA SOL",196,524,"53.5%","46.5%","14.1%","61.3%","24.6%",15,"Licenciatura"
"Hermosillo","2603000011610","RESIDENCIAL DE ALCALA",253,701,"53.8%","46.2%","17%","62.1%","21%",14.5,"Preparatoria"
"Hermosillo","2603000011618","VALLE BONITO",111,305,"50.2%","49.8%","21.3%","66.9%","11.8%",14.7,"Preparatoria"
"Hermosillo","2603000011619","LLANO VERDE",99,272,"50.6%","49.4%","20.2%","51.1%","28.7%",14.9,"Preparatoria"
"Hermosillo","2603000011620","SEMINARIO RDCIAL",115,349,"50.7%","49.3%","15.8%","67.9%","16.3%",14.9,"Preparatoria"
"Hermosillo","2603000011621","REAL DE LOS ARCOS",46,105,"50.5%","49.5%","5.7%","61.9%","32.4%",15.3,"Licenciatura"
"Hermosillo","2603000011622","PROGRESO",255,667,"52.3%","47.7%","27.6%","65.5%","6.9%",10.8,"Secundaria"
"Hermosillo","2603000011623","RESIDENCIAL PIMA",61,191,"59.7%","40.3%","22.5%","64.4%","13.1%",14,"Preparatoria"
"Hermosillo","2603000011624","LIRIOS",236,651,"52.2%","47.8%","36.9%","60.5%","2.6%",10.6,"Secundaria"
"Hermosillo","2603000011625","HACIENDA LOS ALCATRACES",151,452,"52.7%","47.3%","36.3%","58%","5.8%",9.2,"Secundaria"
"Hermosillo","2603000011626","NACAMERI",336,965,"53.2%","46.8%","16.6%","56.5%","26.9%",14,"Preparatoria"
"Hermosillo","2603000011627","SAN ANGEL",1080,3117,"52.5%","47.5%","20.2%","67%","12.9%",13.1,"Preparatoria"
"Hermosillo","2603000011628","PRADERAS DEL VALLE",222,575,"50.7%","49.3%","20.7%","67.7%","11.7%",13.9,"Preparatoria"
"Hermosillo","2603000011629","EL MALECON",314,832,"50.2%","49.8%","17.9%","52.2%","29.9%",10.3,"Secundaria"
"Hermosillo","2603000011630","LAS VILLAS",504,1275,"52.9%","47.1%","18.1%","64.2%","17.6%",12.3,"Secundaria"
"Hermosillo","2603000011631","SANTA REGINA",17,39,"58.8%","41.2%","33.3%","51.3%","15.4%",9.7,"Secundaria"
"Hermosillo","2603000011632","RIO GRANDE",180,547,"49.9%","50.1%","19%","72.6%","8.4%",14.7,"Preparatoria"
"Hermosillo","2603000011633","PRIVADA ROSALES",178,555,"50.8%","49.2%","24.5%","67.2%","8.3%",14.4,"Preparatoria"
"Hermosillo","2603000011634","EL APACHE",1384,4470,"49.3%","50.7%","27.3%","61.9%","10.8%",10,"Secundaria"
"Hermosillo","2603000011635","TIROCAPES",306,998,"49.9%","50.1%","29.4%","62.7%","7.9%",9.9,"Secundaria"
"Hermosillo","2603000011636","MORELOS",294,914,"49%","51%","30.5%","58.8%","10.7%",9.7,"Secundaria"
"Hermosillo","2603000011637","LAS MINITAS",976,3105,"49.8%","50.2%","31.5%","61.4%","7.1%",10,"Secundaria"
"Hermosillo","2603000011638","SAN JOSE DE LAS MINITAS",660,1790,"51.5%","48.5%","34.2%","59.7%","6.1%",10.1,"Secundaria"
"Hermosillo","2603000011639","NUEVA ESPERANZA",291,935,"51.3%","48.7%","29.7%","62.8%","7.5%",9.7,"Secundaria"
"Hermosillo","2603000011640","ALFONSO PERALTA",21,70,"48.6%","51.4%","20%","70%","10%",10.6,"Secundaria"
"Hermosillo","2603000011641","PALO VERDE INDEUR",452,1404,"50.2%","49.8%","29.4%","61.5%","9%",9.3,"Secundaria"
"Hermosillo","2603000011642","LOS OLIVOS",1479,4792,"51.1%","48.9%","28.6%","60.1%","11.3%",9.4,"Secundaria"
"Hermosillo","2603000011643","ARCO IRIS",903,2886,"49%","51%","34%","60.1%","5.9%",9.6,"Secundaria"
"Hermosillo","2603000011644","HERMOSA PROVINCIA",645,2093,"50.1%","49.9%","33.3%","59.6%","7.2%",9.2,"Secundaria"
"Hermosillo","2603000011645","AMPLIACION LOS OLIVOS",1384,4595,"49.7%","50.3%","32.2%","61.6%","6.2%",9.6,"Secundaria"
"Hermosillo","2603000011646","ADOLFO LOPEZ MATEOS ETAPA I",976,3198,"49.2%","50.8%","35.3%","57.6%","7.1%",9.5,"Secundaria"
"Hermosillo","2603000011647","CASA LINDA",264,731,"51.8%","48.2%","28.5%","69.5%","2.1%",12.5,"Secundaria"
"Hermosillo","2603000011648","LOS GIRASOLES",507,994,"52%","48%","35.6%","63.6%","0.8%",12.4,"Secundaria"
"Hermosillo","2603000011649","COSTA DEL SOL",436,1257,"51%","49%","29.1%","65.2%","5.6%",11.2,"Secundaria"
"Hermosillo","2603000011650","SANTA CLARA",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011651","VILLA HERMOSA",1353,4207,"49.9%","50.1%","24.7%","61.8%","13.5%",10.2,"Secundaria"
"Hermosillo","2603000011652","EMILIANO ZAPATA",1386,4041,"52.1%","47.9%","21.6%","55.3%","23.1%",10.4,"Secundaria"
"Hermosillo","2603000011654","VILLA SUREÑA",115,357,"51.5%","48.5%","29.1%","62.7%","8.1%",9.9,"Secundaria"
"Hermosillo","2603000011655","RANCHO GRANDE",1181,3795,"50.2%","49.8%","33.8%","62.5%","3.7%",11.1,"Secundaria"
"Hermosillo","2603000011657","RESIDENCIAL GALA",961,3001,"51.3%","48.7%","33.7%","63.4%","2.9%",10.7,"Secundaria"
"Hermosillo","2603000011658","TERRANOVA",589,1758,"48.7%","51.3%","27.9%","66.6%","5.5%",11.5,"Secundaria"
"Hermosillo","2603000011659","LAS CARRETAS",125,448,"49.3%","50.7%","30.6%","61.6%","7.8%",9.9,"Secundaria"
"Hermosillo","2603000011660","RENACIMIENTO",640,2101,"49.5%","50.5%","23.1%","71.3%","5.6%",11.9,"Secundaria"
"Hermosillo","2603000011661","JACARANDAS",30,92,"55.4%","44.6%","23.9%","72.8%","3.3%",11.9,"Secundaria"
"Hermosillo","2603000011662","CHULA VISTA",363,1101,"50.5%","49.5%","22.6%","68.6%","8.8%",12.1,"Secundaria"
"Hermosillo","2603000011663","NUEVO HERMOSILLO",4102,12629,"50.9%","49.1%","29.4%","62.4%","8.2%",10.7,"Secundaria"
"Hermosillo","2603000011664","ALTAMIRA",534,1697,"51.3%","48.7%","32.4%","64.8%","2.9%",11.1,"Secundaria"
"Hermosillo","2603000011665","PARQUE INDUSTRIAL",3,6,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011667","RINCON DEL MARQUEZ",118,351,"47%","53%","31.3%","65.5%","3.1%",11,"Secundaria"
"Hermosillo","2603000011668","LOMAS DEL MARQUEZ",203,656,"50.8%","49.2%","22.4%","70.1%","7.5%",11.8,"Secundaria"
"Hermosillo","2603000011669","CUAUHTEMOC",1699,4647,"51.7%","48.3%","18.9%","61%","20.1%",12.7,"Secundaria"
"Hermosillo","2603000011670","LOS ALAMOS",711,2232,"50.6%","49.4%","35.1%","59.2%","5.7%",9.8,"Secundaria"
"Hermosillo","2603000011671","ADOLFO DE LA HUERTA",379,1170,"51.5%","48.5%","24%","55.4%","20.6%",9.6,"Secundaria"
"Hermosillo","2603000011672","Y GRIEGA",707,1904,"50.1%","49.9%","23.4%","56.3%","20.3%",10.1,"Secundaria"
"Hermosillo","2603000011673","PERISUR",389,1164,"50.9%","49.1%","27%","65.1%","7.9%",13.2,"Preparatoria"
"Hermosillo","2603000011674","AKIWIKI",187,539,"46.4%","53.6%","20.4%","58.3%","21.3%",8.9,"Primaria"
"Hermosillo","2603000011675","LAS LOMAS SECCION BONITA",681,2282,"51.2%","48.8%","31.1%","65.7%","3.2%",12.7,"Secundaria"
"Hermosillo","2603000011676","LOMAS DEL MIRADOR",319,1000,"47.1%","52.9%","27.9%","65.8%","6.3%",11.9,"Secundaria"
"Hermosillo","2603000011677","LAS LOMAS DEL SOL",216,703,"49.8%","50.2%","24%","70.1%","5.8%",12.4,"Secundaria"
"Hermosillo","2603000011678","LOMAS DEL SUR",171,530,"51.3%","48.7%","22.3%","71.5%","6.2%",11.6,"Secundaria"
"Hermosillo","2603000011679","PRIVADA LOMA ALTA",148,414,"52.9%","47.1%","22.9%","65.5%","11.6%",13.7,"Preparatoria"
"Hermosillo","2603000011680","PRIV REAL DEL PARQUE",700,2227,"51.6%","48.4%","27.8%","65.9%","6.4%",12.8,"Secundaria"
"Hermosillo","2603000011681","LAS LOMAS",356,981,"52.4%","47.6%","24.4%","67.6%","8.1%",13.1,"Preparatoria"
"Hermosillo","2603000011682","LOMAS DE CORTEZ",218,673,"50.1%","49.9%","24.7%","71.8%","3.6%",12.2,"Secundaria"
"Hermosillo","2603000011683","PEDREGAL DE LA VILLA",1820,5044,"49%","51%","20.5%","57.8%","21.7%",10,"Secundaria"
"Hermosillo","2603000011684","VILLA DE SERIS",2095,5479,"51.7%","48.3%","19.5%","56.1%","24.4%",11.3,"Secundaria"
"Hermosillo","2603000011686","CERRO DE LA CAMPANA",56,126,"47.9%","52.1%","30.2%","54%","15.9%",10.6,"Secundaria"
"Hermosillo","2603000011687","LAS PILAS",229,785,"49.6%","50.4%","26%","57.6%","16.4%",9.4,"Secundaria"
"Hermosillo","2603000011688","ANGEL FLORES",47,150,"50.3%","49.7%","31.3%","56.7%","12%",11,"Secundaria"
"Hermosillo","2603000011689","LA MATANZA",92,269,"46.4%","53.6%","25.7%","49.8%","24.5%",9.5,"Secundaria"
"Hermosillo","2603000011690","PASEO CASA BLANCA",214,503,"51.3%","48.7%","19.3%","56.3%","24.5%",13.8,"Preparatoria"
"Hermosillo","2603000011692","DEL RAZO",22,43,"46.5%","53.5%","4.7%","67.4%","27.9%",15.9,"Licenciatura"
"Hermosillo","2603000011693","SAN JUAN",247,590,"51.4%","48.6%","18%","62.4%","19.7%",13.1,"Preparatoria"
"Hermosillo","2603000011694","HACIENDA DE LA FLOR",508,1590,"48.9%","51.1%","25.5%","58.7%","15.8%",10.1,"Secundaria"
"Hermosillo","2603000011695","VILLA DEL PITIC",197,561,"53.5%","46.5%","13.7%","64.2%","22.1%",12.7,"Secundaria"
"Hermosillo","2603000011696","REVOLUCION 1",445,1439,"51.7%","48.3%","20.7%","57.3%","22%",11,"Secundaria"
"Hermosillo","2603000011697","UNIVERSIDAD",346,1075,"55.6%","44.4%","21.3%","57.4%","21.3%",11.8,"Secundaria"
"Hermosillo","2603000011698","LOS NARANJOS",883,2604,"50.8%","49.2%","23.2%","52.2%","24.6%",9.7,"Secundaria"
"Hermosillo","2603000011699","IRRIGACION",27,86,"58.1%","41.9%","25.6%","47.7%","26.7%",9.9,"Secundaria"
"Hermosillo","2603000011700","REAL DEL PITIC",21,56,"53.6%","46.4%","16.1%","58.9%","25%",14.6,"Preparatoria"
"Hermosillo","2603000011701","CERRO 01",18,64,"40.6%","59.4%","18.8%","62.5%","18.8%",8.9,"Primaria"
"Hermosillo","2603000011702","TIRO AL BLANCO",160,512,"48.1%","51.9%","30.7%","57%","12.3%",9.2,"Secundaria"
"Hermosillo","2603000011703","EL JITO",13,36,"45.2%","54.8%","27.8%","55.6%","16.7%",8.5,"Primaria"
"Hermosillo","2603000011704","CERRO 04",69,178,"41%","59%","23%","53.9%","23%",8.7,"Primaria"
"Hermosillo","2603000011706","SIN NOMBRE 06",3,92,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011707","COUNTRY CLUB",250,582,"53.4%","46.6%","16.5%","51.7%","31.8%",13.1,"Preparatoria"
"Hermosillo","2603000011710","INALAMBRICA",38,78,"55.1%","44.9%","7.7%","52.6%","39.7%",13.7,"Preparatoria"
"Hermosillo","2603000011711","LA MANGA",821,2422,"50.8%","49.2%","27.7%","57.6%","14.7%",10.8,"Secundaria"
"Hermosillo","2603000011745","FOVISSSTE",718,1928,"51.2%","48.8%","22.6%","54.1%","23.3%",12.2,"Secundaria"
"Hermosillo","2603000011746","LA VERBENA",1161,3236,"51.3%","48.7%","30%","64.2%","5.7%",13.8,"Preparatoria"
"Hermosillo","2603000011747","DILIGENCIAS",154,307,"45%","55%","29.6%","64.2%","6.2%",10.7,"Secundaria"
"Hermosillo","2603000011748","SIERRA CLARA",90,280,"51.8%","48.2%","40%","56.8%","3.2%",10.9,"Secundaria"
"Hermosillo","2603000011750","SIN NOMBRE 50",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011753","LA CEMENTERA",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011755","PRIVADA DOS LAS LOMAS",34,99,"48.5%","51.5%","21.2%","68.7%","10.1%",14.8,"Preparatoria"
"Hermosillo","2603000011756","ARANDANOS RESIDENCIAL",623,2018,"50.6%","49.4%","32.1%","64.1%","3.8%",11.4,"Secundaria"
"Hermosillo","2603000011757","PRIVADAS DEL REAL",1240,4322,"50%","50%","37.7%","59.6%","2.7%",10,"Secundaria"
"Hermosillo","2603000011759","PASEO SAN ANGEL",621,1706,"51.9%","48.1%","27.9%","66.5%","5.6%",13.3,"Preparatoria"
"Hermosillo","2603000011760","PASEO SAN NGEL SECC LAS PLACITAS",495,1347,"52%","48%","29.8%","64.5%","5.7%",13.2,"Preparatoria"
"Hermosillo","2603000011761","PASEO SAN NGEL SECC LOS ALAMOS",367,1051,"48.8%","51.2%","34.3%","61.2%","4.5%",12.1,"Secundaria"
"Hermosillo","2603000011762","SIN NOMBRE 62",20,3212,"35.3%","64.7%","99.7%","0.2%","0.1%",6.4,"Primaria"
"Hermosillo","2603000011763","LAS LOMAS SECC LOS MANZANOS",229,691,"49.3%","50.7%","32.7%","62.5%","4.8%",11.5,"Secundaria"
"Hermosillo","2603000011764","PRIV RESIDENCIAL MONACO",55,194,"46.4%","53.6%","37.1%","57.2%","5.7%",15.3,"Licenciatura"
"Hermosillo","2603000011765","REAL DE MINAS",904,2758,"50.7%","49.3%","37.1%","59.1%","3.8%",9.8,"Secundaria"
"Hermosillo","2603000011766","SAHUARO",3560,11002,"50.4%","49.6%","24.9%","60.4%","14.7%",10.5,"Secundaria"
"Hermosillo","2603000011767","EL RANCHITO",1556,4887,"50.8%","49.2%","25%","54.5%","20.5%",9.5,"Secundaria"
"Hermosillo","2603000011768","LAS QUINTAS",910,2120,"52.3%","47.7%","12.7%","57.7%","29.6%",14.3,"Preparatoria"
"Hermosillo","2603000011769","LOS ARCOS",834,1932,"53%","47%","12.8%","49.9%","37.3%",14.1,"Preparatoria"
"Hermosillo","2603000011770","LAS PRADERAS",516,1483,"52%","48%","16.7%","70.4%","12.9%",14.2,"Preparatoria"
"Hermosillo","2603000011771","VALLE DE MARQUEZ",954,2950,"51.3%","48.7%","23.5%","71.2%","5.3%",12.4,"Secundaria"
"Hermosillo","2603000011772","NUEVA PALMIRA",190,518,"50.8%","49.2%","29.5%","60.8%","9.7%",13.6,"Preparatoria"
"Hermosillo","2603000011773","VILLA DE PARRAS",252,887,"51.1%","48.9%","29.8%","61.3%","8.9%",15,"Licenciatura"
"Hermosillo","2603000011776","VILLA CALIFORNIA",198,623,"50.2%","49.8%","31.9%","63.4%","4.7%",14.3,"Preparatoria"
"Hermosillo","2603000011777","SANTA BARBARA",133,429,"51.8%","48.2%","34.5%","64.8%","0.7%",12.7,"Secundaria"
"Hermosillo","2603000011778","CERRADA DE MINAS",366,1212,"48.8%","51.2%","40.6%","56.4%","3%",9.5,"Secundaria"
"Hermosillo","2603000011779","TUMACACORI",485,1574,"52.2%","47.8%","37.2%","60%","2.9%",11.2,"Secundaria"
"Hermosillo","2603000011780","MONTECARLO",1049,3179,"51.1%","48.9%","28.2%","65.6%","6.2%",14.7,"Preparatoria"
"Hermosillo","2603000011781","PUEBLO BONITO",229,634,"49.5%","50.5%","29%","65.3%","5.7%",13.5,"Preparatoria"
"Hermosillo","2603000011782","PUEBLO DEL ORO",80,204,"52.8%","47.2%","34.3%","61.8%","3.9%",13.5,"Preparatoria"
"Hermosillo","2603000011784","CASA BONITA RESIDENCIAL",735,2151,"52.6%","47.4%","33.8%","60.9%","5.3%",12.2,"Secundaria"
"Hermosillo","2603000011785","JORGE VALDEZ MUÑOZ",366,1081,"50.1%","49.9%","35.7%","57.7%","6.6%",9.4,"Secundaria"
"Hermosillo","2603000011786","LAS LOMAS SECC ALMENDROS",222,725,"53.4%","46.6%","34.1%","60.7%","5.2%",13.1,"Preparatoria"
"Hermosillo","2603000011787","LAS LOMAS SECC CASTAÑOS",172,491,"49.9%","50.1%","30.5%","61.5%","7.9%",13.8,"Preparatoria"
"Hermosillo","2603000011788","LOS SAUCES",89,282,"52.5%","47.5%","21.6%","66.7%","11.7%",13.2,"Preparatoria"
"Hermosillo","2603000011791","CASERIO SOLAR",45,127,"54.3%","45.7%","17.3%","49.6%","33.1%",14.3,"Preparatoria"
"Hermosillo","2603000011792","SANTA LUCIA",160,544,"52.2%","47.8%","21.9%","66.7%","11.4%",14.5,"Preparatoria"
"Hermosillo","2603000011793","FRANCISCO EUSEBIO KINO",147,410,"54.1%","45.9%","19%","50.5%","30.5%",12.8,"Secundaria"
"Hermosillo","2603000011794","SAN PABLO",368,943,"51.6%","48.4%","29.6%","59.2%","11.2%",11,"Secundaria"
"Hermosillo","2603000011796","LA FLORESTA",61,219,"50.2%","49.8%","40.2%","57.1%","2.7%",10.8,"Secundaria"
"Hermosillo","2603000011797","CERRADA DEL ANGEL",452,1323,"50.6%","49.4%","34.7%","61.8%","3.5%",12.7,"Secundaria"
"Hermosillo","2603000011799","PUEBLO DEL SOL",541,1790,"50.9%","49.1%","36.6%","59.1%","4.2%",10.5,"Secundaria"
"Hermosillo","2603000011802","CASA BLANCA",167,381,"54.6%","45.4%","13.4%","49.6%","37%",14.5,"Preparatoria"
"Hermosillo","2603000011805","LAS LOMAS SECCION PARAISO",29,78,"55.1%","44.9%","29.5%","61.5%","9%",13.2,"Preparatoria"
"Hermosillo","2603000011806","RESIDENCIAL VILLA BONITA",3635,9937,"51.1%","48.9%","32%","63.7%","4.3%",14.4,"Preparatoria"
"Hermosillo","2603000011809","PEÑASCO RESIDENCIAL",175,547,"53.7%","46.3%","20.5%","72.6%","6.9%",14.3,"Preparatoria"
"Hermosillo","2603000011810","MONTEBELLO RESIDENCIAL",11,37,"73%","27%","18.9%","59.5%","21.6%",15.5,"Licenciatura"
"Hermosillo","2603000011813","PRADERAS DEL SOL",127,386,"45.3%","54.7%","36.5%","57.8%","5.7%",9.5,"Secundaria"
"Hermosillo","2603000011814","PALERMO RESIDENCIAL",325,1174,"52.8%","47.2%","27.7%","67%","5.3%",14.6,"Preparatoria"
"Hermosillo","2603000011815","PALO VERDE",3845,11370,"50.2%","49.8%","23.1%","57.2%","19.7%",9.9,"Secundaria"
"Hermosillo","2603000011820","SANTA FE",277,806,"48.3%","51.7%","31.8%","61.4%","6.8%",11.4,"Secundaria"
"Hermosillo","2603000011821","COLINAS DEL SOL",310,791,"51.7%","48.3%","34.4%","61.6%","4%",12.6,"Secundaria"
"Hermosillo","2603000011822","MIXCOAC",215,567,"48.2%","51.8%","31.2%","62.1%","6.7%",14.2,"Preparatoria"
"Hermosillo","2603000011823","SAN BERNARDINO",103,335,"52.2%","47.8%","24.8%","66.6%","8.7%",14.9,"Preparatoria"
"Hermosillo","2603000011824","PRADERAS DEL REAL",160,490,"50.4%","49.6%","36.9%","59%","4.1%",9.2,"Secundaria"
"Hermosillo","2603000011827","LA FLORESTA SECC VILLA FRESNOS",144,470,"52.6%","47.4%","36%","62.6%","1.5%",10.5,"Secundaria"
"Hermosillo","2603000011828","LA FLORESTA SECC CEIBA",345,1183,"50.5%","49.5%","33.1%","62.9%","4%",10.3,"Secundaria"
"Hermosillo","2603000011831","LA FLORESTA SECC CIRUELOS",240,781,"49.8%","50.2%","35.6%","60.2%","4.2%",10.3,"Secundaria"
"Hermosillo","2603000011835","BUENA VISTA",89,290,"51.4%","48.6%","26.6%","65.5%","7.9%",11.4,"Secundaria"
"Hermosillo","2603000011837","LOTE BALDIO 37",1,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011838","EL 33",57,179,"52%","48%","35.2%","57.5%","7.3%",9.4,"Secundaria"
"Hermosillo","2603000011839","MARSELLA RESIDENCIAL",341,1070,"51.1%","48.9%","30.2%","62.9%","6.9%",14.6,"Preparatoria"
"Hermosillo","2603000011841","UNIDAD HABITACIONAL ZONA MILITAR",38,113,"53.1%","46.9%","15.9%","60.2%","23.9%",15.1,"Licenciatura"
"Hermosillo","2603000011842","ARBOLEDAS",645,1953,"51.4%","48.6%","32.3%","62.2%","5.5%",10.7,"Secundaria"
"Hermosillo","2603000011844","TOSALI",114,378,"51.1%","48.9%","31%","64%","5%",14.7,"Preparatoria"
"Hermosillo","2603000011845","VILLA TOSCANA",128,432,"53.9%","46.1%","30.6%","64.4%","5.1%",14.6,"Preparatoria"
"Hermosillo","2603000011846","ALTA CALIFORNIA RESIDENCIAL",87,293,"55.6%","44.4%","25.3%","61.8%","13%",14.7,"Preparatoria"
"Hermosillo","2603000011847","ARANJUEZ RESIDENCIAL",304,841,"51%","49%","36.3%","61.6%","2.1%",15,"Licenciatura"
"Hermosillo","2603000011848","URBI VILLA DEL REY",1876,5748,"50.9%","49.1%","34.9%","61.8%","3.3%",13.3,"Preparatoria"
"Hermosillo","2603000011849","DIAMANTE",155,437,"45.8%","54.2%","30.9%","65.7%","3.4%",14.2,"Preparatoria"
"Hermosillo","2603000011850","PUERTA GRANDE RESIDENCIAL",47,205,"54.6%","45.4%","27.3%","72.7%","0%",15.1,"Licenciatura"
"Hermosillo","2603000011851","ASTURIAS RESIDENCIAL",109,287,"49.5%","50.5%","34.1%","56.8%","9.1%",15,"Licenciatura"
"Hermosillo","2603000011852","VISTA DEL LAGO",22,84,"54.8%","45.2%","20.2%","67.9%","11.9%",14.9,"Preparatoria"
"Hermosillo","2603000011853","RESIDENCIAL VALLE DEL LAGO",447,1441,"51.2%","48.8%","27.8%","63.6%","8.5%",14.4,"Preparatoria"
"Hermosillo","2603000011854","RINCON DEL RAQUET RESIDENCIAL",89,238,"50.4%","49.6%","14.3%","52.1%","33.6%",14.9,"Preparatoria"
"Hermosillo","2603000011855","LOMAS DE REFORMA",74,261,"50.2%","49.8%","31.8%","60.5%","7.7%",10.2,"Secundaria"
"Hermosillo","2603000011856","PARQUE INDUSTRIAL DINATECH",116,329,"50.8%","49.2%","31.6%","63.5%","4.9%",9.7,"Secundaria"
"Hermosillo","2603000011858","LOMAS DEL BARROCAN RESIDENCIAL",26,68,"57.6%","42.4%","19.1%","61.8%","19.1%",14.3,"Preparatoria"
"Hermosillo","2603000011860","FLORESTA SECCION VILLA ALMENDRAS",199,618,"47.9%","52.1%","34.8%","62.8%","2.4%",10.3,"Secundaria"
"Hermosillo","2603000011867","ALVARO OBREGON",2180,6313,"50.1%","49.9%","21.1%","62%","16.9%",11.6,"Secundaria"
"Hermosillo","2603000011868","MISSION",547,1606,"51.5%","48.5%","20.2%","58.2%","21.6%",11.8,"Secundaria"
"Hermosillo","2603000011869","INSURGENTES",2538,8621,"49.5%","50.5%","29.2%","60.2%","10.7%",10,"Secundaria"
"Hermosillo","2603000011872","REAL DE QUIROGA",254,728,"52.4%","47.6%","29.4%","59.6%","11%",15.1,"Licenciatura"
"Hermosillo","2603000011874","PALMA DORADA",483,1503,"52.2%","47.8%","40.5%","58.5%","1%",10.3,"Secundaria"
"Hermosillo","2603000011880","REAL DEL MONTEJO",101,303,"52.2%","47.8%","27.1%","58.1%","14.9%",14.9,"Preparatoria"
"Hermosillo","2603000011883","ESPLENDOR",707,2244,"50.2%","49.8%","36.6%","60.8%","2.5%",14.7,"Preparatoria"
"Hermosillo","2603000011884","VALLE DE LOS ALMENDROS",175,593,"49.4%","50.6%","41%","56.5%","2.5%",9.9,"Secundaria"
"Hermosillo","2603000011898","BENEI",212,597,"49.9%","50.1%","34.2%","63.8%","2%",14.2,"Preparatoria"
"Hermosillo","2603000011899","SANTA MARTHA",294,812,"54.1%","45.9%","34.4%","64%","1.6%",15.2,"Licenciatura"
"Hermosillo","2603000011900","LA CHOLLA",2207,6343,"49.4%","50.6%","38.2%","57.5%","4.3%",8.9,"Primaria"
"Hermosillo","2603000011904","RIO DE LA PLATA RESIDENCIAL",328,898,"50.9%","49.1%","36.9%","61.8%","1.3%",13.7,"Preparatoria"
"Hermosillo","2603000011905","VILLAS DEL REAL",3916,12055,"50.9%","49.1%","32.3%","63.2%","4.5%",10.9,"Secundaria"
"Hermosillo","2603000011907","VILLAS DEL MEDITERRANEO",1049,2960,"52.8%","47.2%","29.6%","62%","8.3%",14.7,"Preparatoria"
"Hermosillo","2603000011914","QUINTA REAL",131,411,"52.6%","47.4%","41.1%","54.3%","4.6%",9.9,"Secundaria"
"Hermosillo","2603000011915","HACIENDA DEL SOL",178,539,"50.5%","49.5%","26.9%","66%","7.1%",11.2,"Secundaria"
"Hermosillo","2603000011916","VISTA BELLA",73,256,"48%","52%","22.7%","65.6%","11.7%",10.5,"Secundaria"
"Hermosillo","2603000011917","LORENZO RESIDENCIAL",30,88,"51.1%","48.9%","11.4%","62.5%","26.1%",14.4,"Preparatoria"
"Hermosillo","2603000011919","REAL DEL CARMEN RESIDENCIAL",1817,5222,"51%","49%","37.7%","58.2%","4%",10.5,"Secundaria"
"Hermosillo","2603000011928","SAN GERMAN",93,274,"50%","50%","35.8%","60.6%","3.6%",10.6,"Secundaria"
"Hermosillo","2603000011929","VILLA VERDE CERRADA SAN LUIS",246,760,"48.6%","51.4%","37.1%","59.6%","3.3%",9.7,"Secundaria"
"Hermosillo","2603000011933","PUEBLITOS",0,0,NA,NA,NA,NA,NA,NA,NA
"Hermosillo","2603000011938","LA CARIDAD",915,2819,"51.5%","48.5%","31.3%","64.5%","4.3%",11.1,"Secundaria"
"Hermosillo","2603000011948","GALA 2",468,1556,"49.9%","50.1%","39%","59.2%","1.8%",10.6,"Secundaria"
"Hermosillo","2603000011973","CERRADA CORONADO",101,305,"48.9%","51.1%","28.2%","67.5%","4.3%",13.5,"Preparatoria"
"Hermosillo","2603000011977","LOS ALTOS RESIDENCIAL",111,344,"52.9%","47.1%","17.4%","58.4%","24.1%",13,"Preparatoria"
"Hermosillo","2603000011978","RINC0N AGRADABLE",21,70,"51.4%","48.6%","25.7%","67.1%","7.1%",11.1,"Secundaria"
